lemmas,bigrams,depenrel
"['typic', 'sum', 'altern', 'chinatown', 'gig', 'sleek', 'wait', 'like', 'tabl', 'dim', 'long', 'raucou', 'atmospher', 'share']",here is;n't like;sharing tables;typical raucous;raucous dim;,wait is;dim sum;you like;n't like;tables sharing;typical atmosphere;raucous atmosphere;dim sum;atmosphere is;not is;this is;chinatown alternative;
"['kid', 'home', 'leav']",,kids leave;
"['potenti', 'need', 'amount', 'money', 'signific', 'everywher', 'justifi', 'indian', 'food', 'place', 'work', 'get', 'much', 'good', 'spend', 'els']",good potential;significant amount;justify spending;much money;indian food;everywhere else;,place has;good potential;potential has;significant amount;amount needs;we justify;spending justify;much money;money get;indian food;you get;
"['alway', 'excel', 'servic', 'cook', 'everyth', 'perfect', 'decor', 'underst', 'cool']",always cooked;,everything cooked;service is;decor cool;
"['bank', 'break']",n't break;,all break;n't break;bank break;
"['food', 'good', 'thai']",,thai food;food is;
"['west', 'move', 'villag', 'neighborhood', 'restaur', 'sushi', 'tri']",just moved;west village;,we trying;restaurants trying;
"['select', 'seafood', 'wine', 'great']",great selection;,great selection;
['delici'],,
"['accept', 'price']",acceptable prices;,acceptable prices;
"['big', 'thumb']",big thumbs;,big thumbs;
"['bar', 'seat', 'yasuda', 'sushi', 'front']",,we seated;
"['notic', 'year', 'chelsea', 'two', 'restaur', 'never', 'live']",never noticed;,we lived;never noticed;restaurant noticed;
"['tast', 'great', 'restaur', 'afford', 'make', 'titl']",affordable restaurant;great taste;,i made;title made;it 's;affordable restaurant;great taste;
"['littl', 'scoop', 'even', 'diet', 'much', 'nice']",even scoop;not too;too much;,they scoop;it scoop;not much;not to;
"['price', 'definit', 'worth']",definitely not;,not worth;price worth;
"['pleasnt', 'throw', 'french', 'servic', 'orsay', 'tradit', 'well', 'food', 'back']",very pleasnt;pleasnt throw;traditional french;french food;french service;as well;,very pleasnt;traditional food;french food;french service;
"['easi', 'tabl', 'larg', 'get', 'group', 'hustl']",large group;n't get;,it 's;table get;large group;you hustled;n't hustled;
"['price', 'reason', 'food', 'great']",great food;reasonable prices;,great food;reasonable prices;
"['salad', 'begin', 'delici', 'way', 'meal']",delicious way;,salads are;delicious way;meal begin;
"['unexpect', 'delight', 'wife', 'dish', 'noodl', 'beef', 'thai', 'order', 'grind', 'flavor', 'way', 'evok', 'duck', 'tamarind']",tamarind duck;ordered noodles;thai flavors;unexpected ways;,i ordered;duck ordered;wife ordered;noodles ordered;we were;dishes evoked;thai flavors;flavors evoked;unexpected ways;
['pay'],,that 's;you have;more pay;
"['ever', 'offer', 'weehawken', 'chart', 'along', 'river', 'hous', 'top', 'idea', 'view']",ever been;,you been;you have;idea have;house has;
['love'],,i loved;it loved;
"['flush', 'queen', 'taiwanes', 'restaur', 'better', 'locat']",better taiwanese;taiwanese restaurants;,they 're;better restaurants;taiwanese restaurants;they located;
"['even', 'less', 'price', 'dinner', 'lunch', 'entre']",even less;,prices are;
"['beat', 'price']",n't beat;,you beat;n't beat;prices beat;
"['wanna', 'live']",n't wan;na live;,i wanna;n't wanna;
"['gozima', 'arigato', 'yuka']",,arigato yuka;
"['impress', 'cuisin', 'happen', 'tri', 'definit']",definitely try;,you happen;it try;
"['black', 'yuzu', 'sauc', 'wonder', 'cod']",black cod;,i had;black cod;cod had;which was;
"['cramp', 'price', 'high', 'unapp', 'restur']",too high;unappealing resturant;,high prices;resturant unappealing;
"['brooklyn', 'tuk', 'go', 'rare', 'one', 'choic']",rare choices;,tuk is;rare choices;me go;
"['quiet', 'worth', 'asian', 'dark', 'well', 'trip', 'bistro']",quiet dark;dark asian;asian bistro;,quiet bistro;dark asian;asian bistro;bistro is;
"['visit', 'know', 'upon', 'nyc', 'tri', 'deli', 'want', 'orgin']",visiting nyc;orginal deli;,i knew;nyc visiting;i wanted;orginal deli;deli try;
"['recommend', 'place', 'highli', 'would']",highly recommend;,i recommend;place recommend;
"['hipster', 'spot', 'sweet', 'wannab', 'total', 'otherwis', 'attitud']",total hipster-wannabe;hipster-wannabe attitude;otherwise sweet;sweet spot;,total attitude;sweet spot;
"['ye', 'might', 'reserv', 'wait']",,you have;reservations have;
"['thank', 'emilio']",,you thank;emilio thank;
"['rock', 'bukhara', 'first', 'dal']",dal bukhara;,
"['rude', 'averag', 'servic', 'everyth', 'soggi', 'salad', 'bread', 'wait', 'incred', 'food', 'deliv', 'minut', 'time', 'soft']",soft bread;soggy salad;incredibly rude;rude service;average food;,everything wait;soft bread;soggy salad;rude service;service deliver;average food;
"['spici', 'delici', 'ask']",,i asked;they were;
"['valu', 'terrif']",,it is;value is;
"['pizza', 'sicilian', 'favorit', 'great', 'dri', 'like', 'moist', 'place']",not dry;most places;,sicilian is;it is;not dry;most places;pizza is;
"['alway', 'attract', 'loung', 'downstair', 'good']",good attraction;,downstairs lounge;lounge is;good attraction;
"['bite', 'size', 'price', 'qualiti', 'get', 'menu', 'portion', 'expens']",bit expensive;,prices are;what get;you get;
"['servic', 'bear', 'rush', 'food', 'prompt', 'help', 'amaz']",not over-bearing;,food was;service was;not bearing;
"['empti', 'chees', 'offer', 'glass', 'meal', 'waiter', 'easili', 'anoth', 'food', 'water', 'entir', 'wine', 'remain', 'get', 'deliv', 'busboy', 'pasta', 'spend', 'would']",not waiter;entire meal;easily spent;,food delivered;not busboy;we got;cheese got;water remained;entire meal;we spent;20 spent;
"['give', 'great', 'well', 'high', 'qualiti', 'tupperwar', 'sinc', 'takeout']",high quality;,takeout is;they give;high quality;tupperware give;
"['sauc', 'bland', 'food', 'fresh', 'oili']",not fresh;were bland;very oily;,food was;not was;sauces were;
"['plethora', 'beat', 'th', 'restaur', 'jewel', 'one', 'indian', 'path', 'street', 'block', 'away', 'shin']",beaten path;street indian;indian restaurants;,beaten path;jewel shines;6th restaurants;indian restaurants;
"['without', 'prix', 'could', 'fix', 'meal', 'pricey']",,prix meal;fixe meal;
"['scene', 'excel', 'spot', 'date', 'aliv', 'weekend', 'night', 'ambianc', 'definit']",excellent date;,this is;excellent date;scene is;alive than;
"['come', 'defiantli', 'one', 'top', 'choic', 'back', 'would']",defiantly come;back here;here again;top choices;,i come;top choices;
"['expresso', 'one', 'like', 'us', 'actual']",actually liked;,one liked;expresso liked;that 's;
"['happi', 'everyon', 'choic']",more then;then happy;,everyone was;
"['waitress', 'awesom']",,waitress was;
"['worth', 'manhattan', 'trip']",,
"['especi', 'actor', 'everythig', 'love', 'show']",,i loved;everythig loved;
"['servic', 'hot', 'sauc', 'add', 'fast', 'food', 'tasti', 'friendli', 'meal', 'best']",very tasty;best hot;hot sauce;,service was;food was;they had;best sauce;hot sauce;sauce had;
"['ok', 'go', 'food', 'never', 'back', 'would']",just ok;never go;,food was;i go;never go;
"['zero', 'boot', 'ambianc']",,
"['littl', 'joint', 'pm', 'get', 'loud', 'full']",little loud;joint got;,joint got;
"['integr', 'servic', 'fede', 'scalina', 'fine', 'remind', 'din']",so integral;fine dining;,fedeli reminded;me reminded;service is;fine dining;
"['popcorn', 'thai', 'recommend']",i recommend;,i recommend;thai popcorn;popcorn recommend;
"['time', 'nex', 'wait']",n't wait;nex time;,i wait;n't wait;nex time;
"['look', 'everyth', 'even', 'great', 'food', 'peopl', 'drink', 'decor']",,everything looks;
"['chef', 'check', 'usher', 'soon', 'father', 'us', 'pen', 'lift', 'appear']",as soon;,father lifted;pen lifted;chef appeared;us usher;
"['paratha', 'unsurpass', 'make', 'order', 'ensur', 'level', 'fresh', 'kebab']",ordered ensuring;,parathas made;level ensuring;that is;
"['neighborhood', 'great', 'joint']",great neighborhood;,great joint;
"['wasab', 'excel', 'potato', 'tuna']",,potatoes are;
"['girl', 'check', 'know', 'non', 'disappoint', 'seem', 'custom', 'night', 'busi', 'realtiv', 'coat']",only disappointment;n't seem;realtively non-busy;non-busy night;check girls;,only disappointment;disappointment was;who seem;n't seem;customer is;busy night;coat check;girls check;
"['take', 'scopa', 'last', 'fianc', 'week', 'believ', 'food', 'birthday']",last week;n't believe;,fiance took;me took;last week;i believe;n't believe;food believe;
"['beer', 'ummm', 'cold']",,beer was;
"['take', 'guest', 'nyc', 'vt']",nyc guests;,i take;nyc guests;guests take;
"['hello', 'littl', 'warm', 'cramp', 'nyc', 'sometim', 'get']",little cramped;little warm;,it is;little warm;it 's;
"['includ', 'ever', 'offer', 'cannoli', 'drink', 'great', 'hous', 'dinner', 'dessert', 'best']",great desserts;best cannoli;ever had;,we had;great desserts;desserts had;best cannoli;i had;they offered;an offered;
"['outdoor', 'seat', 'hip', 'vibe', 'crowd', 'japanes', 'good']",good crowd;good outdoor;hip japanese;japanese vibe;,good crowd;good seating;outdoor seating;japanese vibe;
"['worth', 'prix', 'even', 'restaur', 'price', 'fix']",not worth;,prix pricing;fixe pricing;restaurant is;not is;
"['take', 'half', 'seat', 'hour', 'move', 'area', 'rest', 'though', 'empti', 'even', 'high', 'room', 'practic', 'traffic', 'back', 'ask']",then were;high traffic;practically empty;,we asked;which took;hour took;high area;rest was;
"['case', 'actual', 'owner', 'restaur', 'like', 'imagin', 'pull', 'find', 'good']",actually pulled;,restaurant find;owners have;imagination have;they pulled;it pulled;
"['still', 'delect', 'howev', 'draw', 'yet', 'popular', 'ambianc', 'slow', 'find', 'reput']",still find;delectable reputation;,popularity has;i find;myself drawn;delectable reputation;
"['sad', 'lover', 'glass', 'display', 'ping', 'restaur', 'yet', 'water', 'myriad', 'life', 'sum', 'look', 'murki', 'chinatown', 'marin', 'tank', 'brunch', 'creatur', 'healthi', 'know', 'clear', 'dim', 'lurk', 'part']",other chinatown;chinatown restaurants;lurking myriad;sad-looking marine;marine life;healthy-looking creatures;not yet;yet know;be part;sum lover;,tanks display;other restaurants;chinatown restaurants;lurking myriad;myriad display;looking life;marine life;murky waters;tanks are;looking creatures;who know;not know;they be;dim lover;
"['wast', 'servic', 'poor', 'salti', 'dessert', 'calori', 'halibut']",too salty;so so;n't waste;,halibut was;dessert was;n't waste;any waste;service was;
"['view', 'food', 'great', 'spectacular']",,view is;food is;
"['pack', 'reach', 'line', 'boyfriend', 'kind', 'place', 'soon', 'food', 'get', 'hard', 'find', 'door']",n't too;too hard;was kind;as soon;,place was;n't was;it was;i got;food got;line reached;door reached;
"['cream', 'chees', 'good', 'bagel']",good bagels;good cream;,good bagels;good cheese;
"['servic', 'wonder', 'profession', 'fill', 'food', 'tasti', 'friendli']",,food is;service is;
"['well', 'extrem', 'also', 'price']",also extremely;extremely well;well priced;,it is;
"['alway', 'servic', 'great']",always great;great service;,great service;
"['awsom', 'happi', 'food']",happy i;,i am;i did;food was;
"['roth', 'becom', 'favorit', 'citi', 'restaur', 'one', 'steakhous', 'quickli', 'mani']",many restaurants;quickly become;,i been;many restaurants;steakhouse become;
"['order', 'dark', 'chicken', 'meat', 'bone', 'get', 'piec', 'casserol', 'small']",few small;small pieces;dark meat;,we ordered;casserole ordered;what got;we got;few pieces;small pieces;dark meat;
"['bite', 'come', 'track', 'mezzanin', 'wind', 'breezi']",,
"['valentin', 'df', 'go', 'dinner', 'day']",i went;,i went;
"['crab', 'jelli', 'soupi', 'dumpl', 'blue', 'fish', 'chicken', 'certainli', 'fri', 'stir', 'drunken', 'recommend']",i recommend;jelly fish;drunken chicken;soupy dumplings;fry blue;blue crab;,i recommend;jelly fish;fish recommend;drunken chicken;stir crab;fry crab;blue crab;
"['love', 'show']",,i loved;shows loved;
"['block', 'say', 'least', 'around']",very least;,i been;
"['dumpl', 'meal', 'make', 'could', 'menu', 'yummi']",yummy dumplings;dumpling menu;,we made;meal made;yummy dumplings;dumpling menu;
"['airport', 'loung', 'like', 'place', 'aesthet']",,aesthetics are;
"['rip', 'box', 'wine', 'get', 'free']",free box;,free wine;
"['wife', 'stop', 'week', 'rant', 'eat', 'rave', 'food', 'earlier']",i ate;here earlier;not stopped;,wife ate;not stopped;
"['chef', 'look', 'staff', 'pre', 'mind', 'low', 'slice', 'fish', 'sushi', 'like', 'place', 'qualiti', 'miser', 'unfriendli']",n't mind;pre-sliced low;low quality;unfriendly staff;,you mind;n't mind;sliced quality;low quality;fish mind;unfriendly staff;that looks;he is;this is;
"['servic', 'spectacular', 'ok', 'food', 'noth', 'aw']",just ok;nothing spectacular;,food was;ok nothing;spectacular nothing;service was;
"['pizza', 'like', 'yummi', 'atmoshper']",,pizza is;i like;atmoshpere like;
"['notic', 'look', 'window', 'empti', 'seat', 'taj', 'except', 'mahal', 'choos', 'street', 'wander', 'mani']",so many;such noticicing;noticicing many;many empty;empty seats;,we wandered;such seats;noticicing seats;many seats;empty seats;taj mahal;
"['also', 'favorit', 'roll', 'plan', 'menu', 'ask']",n't plan;favorite roll;n't have;,n't plan;favorite roll;it 's;not 's;you have;n't have;it have;
"['enjoy', 'give', 'tri']",,try give;
"['food', 'good']",good food;,good food;
"['lot', 'say']",,that saying;lot saying;
"['big', 'roll', 'fresh', 'sashimi', 'good']",not good;n't fresh;,rolls were;not good;sashimi was;n't was;
"['pizza', 'excel', 'amount', 'crust', 'chees', 'thin', 'hear', 'pesto', 'never', 'spici', 'italian', 'nice']",thin-crust pizza;nice amount;spicy italian;italian cheese;never heard;,pesto pizza;pizza was;excellent pizza;thin crust;nice amount;spicy cheese;italian cheese;i heard;never heard;
"['two', 'least', 'bat', 'one', 'tabl', 'could', 'thing', 'keep', 'cat', 'get', 'run', 'attent', 'around']",only thing;get attention;,only thing;thing was;i get;attention get;that kept;
"['cannot', 'great', 'thai', 'restaur', 'miss']",not miss;great restaurant;,you miss;not miss;great restaurant;restaurant miss;
"['come', 'kitchen', 'delight', 'home', 'ballato', 'go', 'like', 'eat', 'absolut']",coming home;own kitchen;absolute delight;,own kitchen;absolute delight;
"['worth', 'vindaloo', 'valu', 'world', 'appet', 'great', 'price', 'tri', 'shrimp', 'greatest', 'spici', 'lamb']",greatest value;,spicy appetizer;appetizer try;not value;greatest value;price worth;vindaloo is;
"['across', 'ambienc', 'go', 'world', 'howev', 'food', 'companion', 'consid', 'trip']",,food consider;
"['citi', 'underr', 'think', 'one', 'place']",more underrated;underrated places;,i think;this is;underrated places;
"['big', 'towner', 'thrill', 'get', 'locat']",big thrill;,who get;big thrill;thrill get;
"['ever', 'come', 'becom', 'return', 'convert', 'everyon', 'regularli', 'friend']",ever come;own friends;,everyone become;that come;own friends;
"['worth', 'visit', 'great', 'wait', 'anoth', 'food', 'good']",not great;,food was;not great;not worth;
"['least', 'disappoint', 'go', 'never', 'month', 'time']",never been;,i go;never been;
"['chines', 'translat', 'big', 'prosper', 'wong', 'obvious', 'mean', 'great', 'place', 'actual']",chinese translation;not mean;big wong;actually means;great prosperity;,chinese translation;translation mean;not mean;big wong;wong mean;it means;great prosperity;prosperity means;
"['romant', 'think', 'restaur', 'loud', 'full']",too loud;,i think;restaurant was;
"['alway', 'larger', 'perfect', 'mom', 'date', 'girlfriend', 'dinner', 'husband', 'group', 'mani']",so many;many dinners;always been;larger groups;,i had;many dinners;dinners had;it been;larger groups;
